SalesOrderNumber,OrderDate,ProductKey,OrderQuantity,UnitPrice,TotalProductCost,SalesAmount,Markup
SO56312,2020-04-16,214,1,34.99,13.09,34.99,21.90
SO56328,2020-04-16,214,1,34.99,13.09,34.99,21.90
SO56333,2020-04-17,214,1,34.99,13.09,34.99,21.90
SO56359,2020-04-17,214,1,34.99,13.09,34.99,21.90
SO56381,2020-04-18,214,1,34.99,13.09,34.99,21.90
SO56382,2020-04-18,214,1,34.99,13.09,34.99,21.90
SO56385,2020-04-18,214,1,34.99,13.09,34.99,21.90
SO56408,2020-04-18,214,1,34.99,13.09,34.99,21.90
SO56417,2020-04-18,214,1,34.99,13.09,34.99,21.90
SO56422,2020-04-18,214,1,34.99,13.09,34.99,21.90
SO56427,2020-04-18,214,1,34.99,13.09,34.99,21.90
SO56435,2020-04-19,214,1,34.99,13.09,34.99,21.90
SO56450,2020-04-19,214,1,34.99,13.09,34.99,21.90
SO56460,2020-04-19,214,1,34.99,13.09,34.99,21.90
SO56481,2020-04-19,214,1,34.99,13.09,34.99,21.90
SO56482,2020-04-19,214,1,34.99,13.09,34.99,21.90
SO56491,2020-04-20,214,1,34.99,13.09,34.99,21.90
SO56492,2020-04-20,214,1,34.99,13.09,34.99,21.90
SO56514,2020-04-20,214,1,34.99,13.09,34.99,21.90
SO56519,2020-04-20,214,1,34.99,13.09,34.99,21.90
SO56521,2020-04-20,214,1,34.99,13.09,34.99,21.90
SO56523,2020-04-20,214,1,34.99,13.09,34.99,21.90
SO56540,2020-04-21,214,1,34.99,13.09,34.99,21.90
SO56561,2020-04-21,214,1,34.99,13.09,34.99,21.90
SO56562,2020-04-21,214,1,34.99,13.09,34.99,21.90
SO56576,2020-04-21,214,1,34.99,13.09,34.99,21.90
SO56593,2020-04-21,214,1,34.99,13.09,34.99,21.90
SO56602,2020-04-22,214,1,34.99,13.09,34.99,21.90
SO56612,2020-04-22,214,1,34.99,13.09,34.99,21.90
SO56613,2020-04-22,214,1,34.99,13.09,34.99,21.90
SO56624,2020-04-22,214,1,34.99,13.09,34.99,21.90
SO56647,2020-04-23,214,1,34.99,13.09,34.99,21.90
SO56677,2020-04-23,214,1,34.99,13.09,34.99,21.90
SO56686,2020-04-23,214,1,34.99,13.09,34.99,21.90
SO56690,2020-04-23,214,1,34.99,13.09,34.99,21.90
SO56698,2020-04-24,214,1,34.99,13.09,34.99,21.90
SO56705,2020-04-24,214,1,34.99,13.09,34.99,21.90
SO56736,2020-04-24,214,1,34.99,13.09,34.99,21.90
SO56738,2020-04-24,214,1,34.99,13.09,34.99,21.90
SO56748,2020-04-24,214,1,34.99,13.09,34.99,21.90
SO56750,2020-04-24,214,1,34.99,13.09,34.99,21.90
SO56756,2020-04-24,214,1,34.99,13.09,34.99,21.90
SO56794,2020-04-25,214,1,34.99,13.09,34.99,21.90
SO56840,2020-04-26,214,1,34.99,13.09,34.99,21.90
SO56842,2020-04-26,214,1,34.99,13.09,34.99,21.90
SO56850,2020-04-26,214,1,34.99,13.09,34.99,21.90
SO56896,2020-04-27,214,1,34.99,13.09,34.99,21.90
SO56907,2020-04-28,214,1,34.99,13.09,34.99,21.90
SO56909,2020-04-28,214,1,34.99,13.09,34.99,21.90
SO56918,2020-04-28,214,1,34.99,13.09,34.99,21.90
SO56934,2020-04-28,214,1,34.99,13.09,34.99,21.90
SO56943,2020-04-28,214,1,34.99,13.09,34.99,21.90
SO56944,2020-04-28,214,1,34.99,13.09,34.99,21.90
SO56958,2020-04-28,214,1,34.99,13.09,34.99,21.90
SO56967,2020-04-29,214,1,34.99,13.09,34.99,21.90
SO56972,2020-04-29,214,1,34.99,13.09,34.99,21.90
SO57004,2020-04-29,214,1,34.99,13.09,34.99,21.90
SO57193,2020-04-30,214,1,34.99,13.09,34.99,21.90
SO57196,2020-04-30,214,1,34.99,13.09,34.99,21.90
SO57200,2020-04-30,214,1,34.99,13.09,34.99,21.90
SO57210,2020-04-30,214,1,34.99,13.09,34.99,21.90
SO57231,2020-04-30,214,1,34.99,13.09,34.99,21.90
SO57237,2020-04-30,214,1,34.99,13.09,34.99,21.90
SO57241,2020-04-30,214,1,34.99,13.09,34.99,21.90
SO57247,2020-05-01,214,1,34.99,13.09,34.99,21.90
SO57248,2020-05-01,214,1,34.99,13.09,34.99,21.90
SO57253,2020-05-01,214,1,34.99,13.09,34.99,21.90
SO57278,2020-05-01,214,1,34.99,13.09,34.99,21.90
SO57295,2020-05-01,214,1,34.99,13.09,34.99,21.90
SO57335,2020-05-02,214,1,34.99,13.09,34.99,21.90
SO57336,2020-05-02,214,1,34.99,13.09,34.99,21.90
SO57346,2020-05-02,214,1,34.99,13.09,34.99,21.90
SO57354,2020-05-02,214,1,34.99,13.09,34.99,21.90
SO57357,2020-05-02,214,1,34.99,13.09,34.99,21.90
SO57364,2020-05-02,214,1,34.99,13.09,34.99,21.90
SO57375,2020-05-03,214,1,34.99,13.09,34.99,21.90
SO57390,2020-05-03,214,1,34.99,13.09,34.99,21.90
SO57410,2020-05-03,214,1,34.99,13.09,34.99,21.90
SO57416,2020-05-03,214,1,34.99,13.09,34.99,21.90
SO57418,2020-05-03,214,1,34.99,13.09,34.99,21.90
SO57425,2020-05-03,214,1,34.99,13.09,34.99,21.90
SO57426,2020-05-03,214,1,34.99,13.09,34.99,21.90
SO57441,2020-05-04,214,1,34.99,13.09,34.99,21.90
SO57479,2020-05-04,214,1,34.99,13.09,34.99,21.90
SO57502,2020-05-05,214,1,34.99,13.09,34.99,21.90
SO57503,2020-05-05,214,1,34.99,13.09,34.99,21.90
SO57504,2020-05-05,214,1,34.99,13.09,34.99,21.90
SO57518,2020-05-05,214,1,34.99,13.09,34.99,21.90
SO57547,2020-05-06,214,1,34.99,13.09,34.99,21.90
SO57558,2020-05-06,214,1,34.99,13.09,34.99,21.90
SO57569,2020-05-06,214,1,34.99,13.09,34.99,21.90
SO57571,2020-05-06,214,1,34.99,13.09,34.99,21.90
SO57572,2020-05-06,214,1,34.99,13.09,34.99,21.90
SO57576,2020-05-06,214,1,34.99,13.09,34.99,21.90
SO57583,2020-05-06,214,1,34.99,13.09,34.99,21.90
SO57585,2020-05-06,214,1,34.99,13.09,34.99,21.90
SO57592,2020-05-06,214,1,34.99,13.09,34.99,21.90
SO57593,2020-05-07,214,1,34.99,13.09,34.99,21.90
SO57600,2020-05-07,214,1,34.99,13.09,34.99,21.90
SO57602,2020-05-07,214,1,34.99,13.09,34.99,21.90
SO57612,2020-05-07,214,1,34.99,13.09,34.99,21.90
SO57640,2020-05-08,214,1,34.99,13.09,34.99,21.90
SO57652,2020-05-08,214,1,34.99,13.09,34.99,21.90
SO57663,2020-05-08,214,1,34.99,13.09,34.99,21.90
SO57671,2020-05-08,214,1,34.99,13.09,34.99,21.90
SO57674,2020-05-08,214,1,34.99,13.09,34.99,21.90
SO57708,2020-05-09,214,1,34.99,13.09,34.99,21.90
SO57715,2020-05-09,214,1,34.99,13.09,34.99,21.90
SO57722,2020-05-09,214,1,34.99,13.09,34.99,21.90
SO57744,2020-05-09,214,1,34.99,13.09,34.99,21.90
SO57745,2020-05-09,214,1,34.99,13.09,34.99,21.90
SO57751,2020-05-10,214,1,34.99,13.09,34.99,21.90
SO57782,2020-05-10,214,1,34.99,13.09,34.99,21.90
SO57812,2020-05-11,214,1,34.99,13.09,34.99,21.90
SO57814,2020-05-11,214,1,34.99,13.09,34.99,21.90
SO57824,2020-05-11,214,1,34.99,13.09,34.99,21.90
SO57830,2020-05-11,214,1,34.99,13.09,34.99,21.90
SO57841,2020-05-11,214,1,34.99,13.09,34.99,21.90
SO57844,2020-05-12,214,1,34.99,13.09,34.99,21.90
SO57866,2020-05-12,214,1,34.99,13.09,34.99,21.90
SO57877,2020-05-12,214,1,34.99,13.09,34.99,21.90
SO57887,2020-05-12,214,1,34.99,13.09,34.99,21.90
SO57891,2020-05-12,214,1,34.99,13.09,34.99,21.90
SO57894,2020-05-12,214,1,34.99,13.09,34.99,21.90
SO57903,2020-05-13,214,1,34.99,13.09,34.99,21.90
SO57930,2020-05-13,214,1,34.99,13.09,34.99,21.90
SO57932,2020-05-13,214,1,34.99,13.09,34.99,21.90
SO57942,2020-05-13,214,1,34.99,13.09,34.99,21.90
SO57948,2020-05-13,214,1,34.99,13.09,34.99,21.90
SO57954,2020-05-13,214,1,34.99,13.09,34.99,21.90
SO57964,2020-05-14,214,1,34.99,13.09,34.99,21.90
SO57971,2020-05-14,214,1,34.99,13.09,34.99,21.90
SO57973,2020-05-14,214,1,34.99,13.09,34.99,21.90
SO57987,2020-05-14,214,1,34.99,13.09,34.99,21.90
SO58003,2020-05-14,214,1,34.99,13.09,34.99,21.90
SO58008,2020-05-14,214,1,34.99,13.09,34.99,21.90
SO58028,2020-05-15,214,1,34.99,13.09,34.99,21.90
SO58031,2020-05-15,214,1,34.99,13.09,34.99,21.90
SO58032,2020-05-15,214,1,34.99,13.09,34.99,21.90
SO58057,2020-05-15,214,1,34.99,13.09,34.99,21.90
SO58064,2020-05-15,214,1,34.99,13.09,34.99,21.90
SO58069,2020-05-15,214,1,34.99,13.09,34.99,21.90
SO58078,2020-05-16,214,1,34.99,13.09,34.99,21.90
SO58093,2020-05-16,214,1,34.99,13.09,34.99,21.90
SO58096,2020-05-16,214,1,34.99,13.09,34.99,21.90
SO58097,2020-05-16,214,1,34.99,13.09,34.99,21.90
SO58104,2020-05-16,214,1,34.99,13.09,34.99,21.90
SO58113,2020-05-16,214,1,34.99,13.09,34.99,21.90
SO58156,2020-05-17,214,1,34.99,13.09,34.99,21.90
SO58167,2020-05-17,214,1,34.99,13.09,34.99,21.90
SO58170,2020-05-17,214,1,34.99,13.09,34.99,21.90
SO58187,2020-05-17,214,1,34.99,13.09,34.99,21.90
SO58192,2020-05-18,214,1,34.99,13.09,34.99,21.90
SO58195,2020-05-18,214,1,34.99,13.09,34.99,21.90
SO58197,2020-05-18,214,1,34.99,13.09,34.99,21.90
SO58200,2020-05-18,214,1,34.99,13.09,34.99,21.90
SO58223,2020-05-18,214,1,34.99,13.09,34.99,21.90
SO58228,2020-05-18,214,1,34.99,13.09,34.99,21.90
SO58237,2020-05-18,214,1,34.99,13.09,34.99,21.90
SO58239,2020-05-18,214,1,34.99,13.09,34.99,21.90
SO58285,2020-05-19,214,1,34.99,13.09,34.99,21.90
SO58290,2020-05-20,214,1,34.99,13.09,34.99,21.90
SO58313,2020-05-20,214,1,34.99,13.09,34.99,21.90
SO58334,2020-05-20,214,1,34.99,13.09,34.99,21.90
SO58339,2020-05-20,214,1,34.99,13.09,34.99,21.90
SO58343,2020-05-20,214,1,34.99,13.09,34.99,21.90
SO58346,2020-05-20,214,1,34.99,13.09,34.99,21.90
SO58348,2020-05-20,214,1,34.99,13.09,34.99,21.90
SO58358,2020-05-21,214,1,34.99,13.09,34.99,21.90
SO58360,2020-05-21,214,1,34.99,13.09,34.99,21.90
SO58372,2020-05-21,214,1,34.99,13.09,34.99,21.90
SO58386,2020-05-21,214,1,34.99,13.09,34.99,21.90
SO58388,2020-05-21,214,1,34.99,13.09,34.99,21.90
SO58390,2020-05-21,214,1,34.99,13.09,34.99,21.90
SO58395,2020-05-21,214,1,34.99,13.09,34.99,21.90
SO58406,2020-05-21,214,1,34.99,13.09,34.99,21.90
SO58411,2020-05-21,214,1,34.99,13.09,34.99,21.90
SO58420,2020-05-22,214,1,34.99,13.09,34.99,21.90
SO58431,2020-05-22,214,1,34.99,13.09,34.99,21.90
SO58451,2020-05-22,214,1,34.99,13.09,34.99,21.90
SO58453,2020-05-22,214,1,34.99,13.09,34.99,21.90
SO58466,2020-05-22,214,1,34.99,13.09,34.99,21.90
SO58478,2020-05-23,214,1,34.99,13.09,34.99,21.90
SO58482,2020-05-23,214,1,34.99,13.09,34.99,21.90
SO58489,2020-05-23,214,1,34.99,13.09,34.99,21.90
SO58501,2020-05-23,214,1,34.99,13.09,34.99,21.90
SO58506,2020-05-23,214,1,34.99,13.09,34.99,21.90
SO58519,2020-05-23,214,1,34.99,13.09,34.99,21.90
SO58525,2020-05-23,214,1,34.99,13.09,34.99,21.90
SO58529,2020-05-23,214,1,34.99,13.09,34.99,21.90
SO58534,2020-05-23,214,1,34.99,13.09,34.99,21.90
SO58540,2020-05-23,214,1,34.99,13.09,34.99,21.90
SO58542,2020-05-24,214,1,34.99,13.09,34.99,21.90
SO58585,2020-05-25,214,1,34.99,13.09,34.99,21.90
SO58601,2020-05-25,214,1,34.99,13.09,34.99,21.90
SO58633,2020-05-25,214,1,34.99,13.09,34.99,21.90
SO58651,2020-05-26,214,1,34.99,13.09,34.99,21.90
SO58653,2020-05-26,214,1,34.99,13.09,34.99,21.90
SO58683,2020-05-26,214,1,34.99,13.09,34.99,21.90
SO58715,2020-05-27,214,1,34.99,13.09,34.99,21.90
SO58736,2020-05-27,214,1,34.99,13.09,34.99,21.90
SO58745,2020-05-27,214,1,34.99,13.09,34.99,21.90
SO58752,2020-05-27,214,1,34.99,13.09,34.99,21.90
SO58755,2020-05-27,214,1,34.99,13.09,34.99,21.90
SO58761,2020-05-27,214,1,34.99,13.09,34.99,21.90
SO58773,2020-05-27,214,1,34.99,13.09,34.99,21.90
SO58802,2020-05-28,214,1,34.99,13.09,34.99,21.90
SO58811,2020-05-28,214,1,34.99,13.09,34.99,21.90
SO58821,2020-05-28,214,1,34.99,13.09,34.99,21.90
SO58856,2020-05-29,214,1,34.99,13.09,34.99,21.90
SO58857,2020-05-29,214,1,34.99,13.09,34.99,21.90
SO58859,2020-05-29,214,1,34.99,13.09,34.99,21.90
SO58872,2020-05-29,214,1,34.99,13.09,34.99,21.90
SO58874,2020-05-29,214,1,34.99,13.09,34.99,21.90
SO58875,2020-05-29,214,1,34.99,13.09,34.99,21.90
SO58882,2020-05-29,214,1,34.99,13.09,34.99,21.90
SO58890,2020-05-29,214,1,34.99,13.09,34.99,21.90
SO58892,2020-05-29,214,1,34.99,13.09,34.99,21.90
SO58895,2020-05-29,214,1,34.99,13.09,34.99,21.90
SO59081,2020-05-30,214,1,34.99,13.09,34.99,21.90
SO59083,2020-05-30,214,1,34.99,13.09,34.99,21.90
SO59100,2020-05-30,214,1,34.99,13.09,34.99,21.90
SO59107,2020-05-30,214,1,34.99,13.09,34.99,21.90
SO59114,2020-05-30,214,1,34.99,13.09,34.99,21.90
SO59116,2020-05-30,214,1,34.99,13.09,34.99,21.90
SO59119,2020-05-30,214,1,34.99,13.09,34.99,21.90
SO59127,2020-05-30,214,1,34.99,13.09,34.99,21.90
SO59136,2020-05-30,214,1,34.99,13.09,34.99,21.90
SO59145,2020-05-31,214,1,34.99,13.09,34.99,21.90
SO59147,2020-05-31,214,1,34.99,13.09,34.99,21.90
SO59167,2020-05-31,214,1,34.99,13.09,34.99,21.90
SO59180,2020-05-31,214,1,34.99,13.09,34.99,21.90
SO59186,2020-05-31,214,1,34.99,13.09,34.99,21.90
SO59205,2020-05-31,214,1,34.99,13.09,34.99,21.90
SO59225,2020-06-01,214,1,34.99,13.09,34.99,21.90
SO59232,2020-06-01,214,1,34.99,13.09,34.99,21.90
SO59247,2020-06-01,214,1,34.99,13.09,34.99,21.90
SO59261,2020-06-01,214,1,34.99,13.09,34.99,21.90
SO59263,2020-06-01,214,1,34.99,13.09,34.99,21.90
SO59275,2020-06-02,214,1,34.99,13.09,34.99,21.90
SO59279,2020-06-02,214,1,34.99,13.09,34.99,21.90
SO59280,2020-06-02,214,1,34.99,13.09,34.99,21.90
SO59283,2020-06-02,214,1,34.99,13.09,34.99,21.90
SO59288,2020-06-02,214,1,34.99,13.09,34.99,21.90
SO59313,2020-06-02,214,1,34.99,13.09,34.99,21.90
SO59316,2020-06-02,214,1,34.99,13.09,34.99,21.90
SO59317,2020-06-02,214,1,34.99,13.09,34.99,21.90
SO59322,2020-06-02,214,1,34.99,13.09,34.99,21.90
SO59325,2020-06-02,214,1,34.99,13.09,34.99,21.90
SO59330,2020-06-02,214,1,34.99,13.09,34.99,21.90
SO59333,2020-06-02,214,1,34.99,13.09,34.99,21.90
SO59361,2020-06-03,214,1,34.99,13.09,34.99,21.90
SO59377,2020-06-03,214,1,34.99,13.09,34.99,21.90
SO59378,2020-06-03,214,1,34.99,13.09,34.99,21.90
SO59380,2020-06-03,214,1,34.99,13.09,34.99,21.90
SO59397,2020-06-03,214,1,34.99,13.09,34.99,21.90
SO59401,2020-06-03,214,1,34.99,13.09,34.99,21.90
SO59402,2020-06-03,214,1,34.99,13.09,34.99,21.90
SO59403,2020-06-03,214,1,34.99,13.09,34.99,21.90
SO59432,2020-06-04,214,1,34.99,13.09,34.99,21.90
SO59444,2020-06-04,214,1,34.99,13.09,34.99,21.90
SO59478,2020-06-04,214,1,34.99,13.09,34.99,21.90
SO59481,2020-06-04,214,1,34.99,13.09,34.99,21.90
SO59484,2020-06-04,214,1,34.99,13.09,34.99,21.90
SO59492,2020-06-05,214,1,34.99,13.09,34.99,21.90
SO59499,2020-06-05,214,1,34.99,13.09,34.99,21.90
SO59516,2020-06-05,214,1,34.99,13.09,34.99,21.90
SO59518,2020-06-05,214,1,34.99,13.09,34.99,21.90
SO59528,2020-06-05,214,1,34.99,13.09,34.99,21.90
SO59530,2020-06-05,214,1,34.99,13.09,34.99,21.90
SO59540,2020-06-05,214,1,34.99,13.09,34.99,21.90
SO59541,2020-06-05,214,1,34.99,13.09,34.99,21.90
SO59543,2020-06-05,214,1,34.99,13.09,34.99,21.90
SO59545,2020-06-05,214,1,34.99,13.09,34.99,21.90
SO59546,2020-06-05,214,1,34.99,13.09,34.99,21.90
SO59552,2020-06-05,214,1,34.99,13.09,34.99,21.90
SO59557,2020-06-05,214,1,34.99,13.09,34.99,21.90
SO59568,2020-06-05,214,1,34.99,13.09,34.99,21.90
SO59578,2020-06-05,214,1,34.99,13.09,34.99,21.90
SO59599,2020-06-06,214,1,34.99,13.09,34.99,21.90
SO59603,2020-06-06,214,1,34.99,13.09,34.99,21.90
SO59614,2020-06-06,214,1,34.99,13.09,34.99,21.90
SO59621,2020-06-06,214,1,34.99,13.09,34.99,21.90
SO59636,2020-06-06,214,1,34.99,13.09,34.99,21.90
SO59638,2020-06-06,214,1,34.99,13.09,34.99,21.90
SO59650,2020-06-07,214,1,34.99,13.09,34.99,21.90
SO59656,2020-06-07,214,1,34.99,13.09,34.99,21.90
SO59677,2020-06-07,214,1,34.99,13.09,34.99,21.90
SO59703,2020-06-07,214,1,34.99,13.09,34.99,21.90
SO59715,2020-06-08,214,1,34.99,13.09,34.99,21.90
SO59741,2020-06-08,214,1,34.99,13.09,34.99,21.90
SO59743,2020-06-08,214,1,34.99,13.09,34.99,21.90
SO59757,2020-06-08,214,1,34.99,13.09,34.99,21.90
SO59760,2020-06-08,214,1,34.99,13.09,34.99,21.90
SO59775,2020-06-09,214,1,34.99,13.09,34.99,21.90
SO59781,2020-06-09,214,1,34.99,13.09,34.99,21.90
SO59791,2020-06-09,214,1,34.99,13.09,34.99,21.90
SO59794,2020-06-09,214,1,34.99,13.09,34.99,21.90
SO59795,2020-06-09,214,1,34.99,13.09,34.99,21.90
SO59803,2020-06-09,214,1,34.99,13.09,34.99,21.90
SO59809,2020-06-09,214,1,34.99,13.09,34.99,21.90
SO59816,2020-06-09,214,1,34.99,13.09,34.99,21.90
SO59827,2020-06-09,214,1,34.99,13.09,34.99,21.90
SO59840,2020-06-10,214,1,34.99,13.09,34.99,21.90
SO59845,2020-06-10,214,1,34.99,13.09,34.99,21.90
SO59848,2020-06-10,214,1,34.99,13.09,34.99,21.90
SO59851,2020-06-10,214,1,34.99,13.09,34.99,21.90
SO59855,2020-06-10,214,1,34.99,13.09,34.99,21.90
SO59856,2020-06-10,214,1,34.99,13.09,34.99,21.90
SO59857,2020-06-10,214,1,34.99,13.09,34.99,21.90
SO59871,2020-06-10,214,1,34.99,13.09,34.99,21.90
SO59896,2020-06-10,214,1,34.99,13.09,34.99,21.90
SO59911,2020-06-11,214,1,34.99,13.09,34.99,21.90
SO59913,2020-06-11,214,1,34.99,13.09,34.99,21.90
SO59921,2020-06-11,214,1,34.99,13.09,34.99,21.90
SO59922,2020-06-11,214,1,34.99,13.09,34.99,21.90
SO59931,2020-06-11,214,1,34.99,13.09,34.99,21.90
SO59935,2020-06-11,214,1,34.99,13.09,34.99,21.90
SO59937,2020-06-11,214,1,34.99,13.09,34.99,21.90
SO59939,2020-06-11,214,1,34.99,13.09,34.99,21.90
SO59940,2020-06-11,214,1,34.99,13.09,34.99,21.90
SO59943,2020-06-11,214,1,34.99,13.09,34.99,21.90
SO59953,2020-06-11,214,1,34.99,13.09,34.99,21.90
SO59964,2020-06-11,214,1,34.99,13.09,34.99,21.90
SO59968,2020-06-11,214,1,34.99,13.09,34.99,21.90
SO59971,2020-06-11,214,1,34.99,13.09,34.99,21.90
SO59979,2020-06-11,214,1,34.99,13.09,34.99,21.90
SO60020,2020-06-12,214,1,34.99,13.09,34.99,21.90
SO60021,2020-06-12,214,1,34.99,13.09,34.99,21.90
SO60036,2020-06-12,214,1,34.99,13.09,34.99,21.90
SO60039,2020-06-12,214,1,34.99,13.09,34.99,21.90
SO60042,2020-06-12,214,1,34.99,13.09,34.99,21.90
SO60052,2020-06-13,214,1,34.99,13.09,34.99,21.90
SO60070,2020-06-13,214,1,34.99,13.09,34.99,21.90
SO60076,2020-06-13,214,1,34.99,13.09,34.99,21.90
SO60088,2020-06-13,214,1,34.99,13.09,34.99,21.90
SO60093,2020-06-13,214,1,34.99,13.09,34.99,21.90
SO60097,2020-06-13,214,1,34.99,13.09,34.99,21.90
SO60115,2020-06-13,214,1,34.99,13.09,34.99,21.90
SO60116,2020-06-13,214,1,34.99,13.09,34.99,21.90
SO60120,2020-06-13,214,1,34.99,13.09,34.99,21.90
SO60121,2020-06-13,214,1,34.99,13.09,34.99,21.90
SO60127,2020-06-14,214,1,34.99,13.09,34.99,21.90
SO60136,2020-06-14,214,1,34.99,13.09,34.99,21.90
SO60138,2020-06-14,214,1,34.99,13.09,34.99,21.90
SO60153,2020-06-14,214,1,34.99,13.09,34.99,21.90
SO60161,2020-06-14,214,1,34.99,13.09,34.99,21.90
SO60164,2020-06-14,214,1,34.99,13.09,34.99,21.90
SO60170,2020-06-14,214,1,34.99,13.09,34.99,21.90
SO60175,2020-06-14,214,1,34.99,13.09,34.99,21.90
SO60176,2020-06-14,214,1,34.99,13.09,34.99,21.90
SO60178,2020-06-14,214,1,34.99,13.09,34.99,21.90
SO60188,2020-06-15,214,1,34.99,13.09,34.99,21.90
SO60216,2020-06-15,214,1,34.99,13.09,34.99,21.90
SO60248,2020-06-15,214,1,34.99,13.09,34.99,21.90
SO60250,2020-06-16,214,1,34.99,13.09,34.99,21.90
SO60259,2020-06-16,214,1,34.99,13.09,34.99,21.90
SO60279,2020-06-16,214,1,34.99,13.09,34.99,21.90
SO60280,2020-06-16,214,1,34.99,13.09,34.99,21.90
SO60281,2020-06-16,214,1,34.99,13.09,34.99,21.90
SO60283,2020-06-16,214,1,34.99,13.09,34.99,21.90
SO60290,2020-06-16,214,1,34.99,13.09,34.99,21.90
SO60299,2020-06-16,214,1,34.99,13.09,34.99,21.90
SO60315,2020-06-16,214,1,34.99,13.09,34.99,21.90
SO60318,2020-06-17,214,1,34.99,13.09,34.99,21.90
SO60324,2020-06-17,214,1,34.99,13.09,34.99,21.90
SO60346,2020-06-17,214,1,34.99,13.09,34.99,21.90
SO60365,2020-06-17,214,1,34.99,13.09,34.99,21.90
SO60370,2020-06-17,214,1,34.99,13.09,34.99,21.90
SO60376,2020-06-17,214,1,34.99,13.09,34.99,21.90
SO60387,2020-06-18,214,1,34.99,13.09,34.99,21.90
SO60409,2020-06-18,214,1,34.99,13.09,34.99,21.90
SO60424,2020-06-18,214,1,34.99,13.09,34.99,21.90
SO60428,2020-06-18,214,1,34.99,13.09,34.99,21.90
SO60437,2020-06-18,214,1,34.99,13.09,34.99,21.90
SO60453,2020-06-19,214,1,34.99,13.09,34.99,21.90
SO60455,2020-06-19,214,1,34.99,13.09,34.99,21.90
SO60460,2020-06-19,214,1,34.99,13.09,34.99,21.90
SO60472,2020-06-19,214,1,34.99,13.09,34.99,21.90
SO60480,2020-06-19,214,1,34.99,13.09,34.99,21.90
SO60486,2020-06-19,214,1,34.99,13.09,34.99,21.90
SO60489,2020-06-19,214,1,34.99,13.09,34.99,21.90
SO60499,2020-06-19,214,1,34.99,13.09,34.99,21.90
SO60501,2020-06-19,214,1,34.99,13.09,34.99,21.90
SO60519,2020-06-20,214,1,34.99,13.09,34.99,21.90
SO60534,2020-06-20,214,1,34.99,13.09,34.99,21.90
SO60544,2020-06-20,214,1,34.99,13.09,34.99,21.90
SO60549,2020-06-20,214,1,34.99,13.09,34.99,21.90
SO60558,2020-06-20,214,1,34.99,13.09,34.99,21.90
SO60561,2020-06-20,214,1,34.99,13.09,34.99,21.90
SO60562,2020-06-21,214,1,34.99,13.09,34.99,21.90
SO60566,2020-06-21,214,1,34.99,13.09,34.99,21.90
SO60574,2020-06-21,214,1,34.99,13.09,34.99,21.90
SO60575,2020-06-21,214,1,34.99,13.09,34.99,21.90
SO60577,2020-06-21,214,1,34.99,13.09,34.99,21.90
SO60596,2020-06-21,214,1,34.99,13.09,34.99,21.90
SO60599,2020-06-21,214,1,34.99,13.09,34.99,21.90
SO60615,2020-06-21,214,1,34.99,13.09,34.99,21.90
SO60650,2020-06-22,214,1,34.99,13.09,34.99,21.90
SO60654,2020-06-22,214,1,34.99,13.09,34.99,21.90
SO60660,2020-06-22,214,1,34.99,13.09,34.99,21.90
SO60661,2020-06-22,214,1,34.99,13.09,34.99,21.90
SO60662,2020-06-22,214,1,34.99,13.09,34.99,21.90
SO60667,2020-06-22,214,1,34.99,13.09,34.99,21.90
SO60668,2020-06-22,214,1,34.99,13.09,34.99,21.90
SO60672,2020-06-22,214,1,34.99,13.09,34.99,21.90
SO60692,2020-06-22,214,1,34.99,13.09,34.99,21.90
SO60698,2020-06-23,214,1,34.99,13.09,34.99,21.90
SO60708,2020-06-23,214,1,34.99,13.09,34.99,21.90
SO60727,2020-06-23,214,1,34.99,13.09,34.99,21.90
SO60740,2020-06-23,214,1,34.99,13.09,34.99,21.90
SO60761,2020-06-23,214,1,34.99,13.09,34.99,21.90
SO60784,2020-06-24,214,1,34.99,13.09,34.99,21.90
SO60787,2020-06-24,214,1,34.99,13.09,34.99,21.90
SO60802,2020-06-24,214,1,34.99,13.09,34.99,21.90
SO60812,2020-06-24,214,1,34.99,13.09,34.99,21.90
SO60819,2020-06-24,214,1,34.99,13.09,34.99,21.90
SO60822,2020-06-24,214,1,34.99,13.09,34.99,21.90
SO60830,2020-06-24,214,1,34.99,13.09,34.99,21.90
SO60842,2020-06-25,214,1,34.99,13.09,34.99,21.90
SO60862,2020-06-25,214,1,34.99,13.09,34.99,21.90
SO60865,2020-06-25,214,1,34.99,13.09,34.99,21.90
SO60866,2020-06-25,214,1,34.99,13.09,34.99,21.90
SO60869,2020-06-25,214,1,34.99,13.09,34.99,21.90
SO60874,2020-06-25,214,1,34.99,13.09,34.99,21.90
SO60884,2020-06-25,214,1,34.99,13.09,34.99,21.90
SO60902,2020-06-26,214,1,34.99,13.09,34.99,21.90
SO60912,2020-06-26,214,1,34.99,13.09,34.99,21.90
SO60915,2020-06-26,214,1,34.99,13.09,34.99,21.90
SO60948,2020-06-26,214,1,34.99,13.09,34.99,21.90
SO60952,2020-06-26,214,1,34.99,13.09,34.99,21.90
SO60958,2020-06-27,214,1,34.99,13.09,34.99,21.90
SO60963,2020-06-27,214,1,34.99,13.09,34.99,21.90
SO60967,2020-06-27,214,1,34.99,13.09,34.99,21.90
SO60992,2020-06-27,214,1,34.99,13.09,34.99,21.90
